제목,작성자,작성일,조회수,좋아요
N/A,illlilillllililll,N/A,N/A,N/A
생윤 질문,lllliillliki,00:34,104,N/A
N/A,lllliillliki,N/A,N/A,N/A
협성대 추합,인천일반고3,00:34,80,N/A
N/A,인천일반고3,N/A,N/A,N/A
"수능 쉬는시간, 점심시간",으차으찿,00:34,328,N/A
N/A,으차으찿,N/A,N/A,N/A
할 수 있다,minari7,00:33,46,N/A
N/A,minari7,N/A,N/A,N/A
수능 관련 아무거나 빨리 물어보세요 여러분들,Harunohi,00:32,831,N/A
N/A,Harunohi,N/A,N/A,N/A
내일 수능 기출 인터넷에 몇시 쯤 올라올까요?,하이천,00:32,289,N/A
N/A,하이천,N/A,N/A,N/A
한양여대 추합,핫튱,00:31,124,N/A
N/A,핫튱,N/A,N/A,N/A
아주대 영문과 면접,구부부부두붑붑,00:30,58,N/A
N/A,구부부부두붑붑,N/A,N/A,N/A
국어 풀기 전까지 뭐할까요,다시시작했,00:30,288,N/A
N/A,다시시작했,N/A,N/A,N/A
잠이안와요 어케요,illlilllllll,00:30,650,N/A
N/A,illlilllllll,N/A,N/A,N/A
기상 시간,whatewer,00:29,250,N/A
N/A,whatewer,N/A,N/A,N/A
예비번호,IllIlIlIlIIIIl,00:28,155,N/A
N/A,IllIlIlIlIIIIl,N/A,N/A,N/A
감독관분들이 너무 FM인건 아닙니다.,li123,00:28,462,N/A
N/A,li123,N/A,N/A,N/A
가방에 똘병이 달아도 되나,듀듀듀듀바바바바,00:28,183,N/A
N/A,듀듀듀듀바바바바,N/A,N/A,N/A
수시 반수 계획인데 정특 듣는 게 좋을까요?,aaajin,00:27,183,N/A
N/A,aaajin,N/A,N/A,N/A
개념 좀 더 보고 잘까요,whatewer,00:27,309,N/A
N/A,whatewer,N/A,N/A,N/A
[학습자료] [작년 지구과학 9모 4등급->수능 1등급] 수능장에 가져가서 봐도 좋을 수능 전에 반드시 봐야할 지구과학 총정리(총 118문항),michael4,00:26,37,N/A
N/A,michael4,N/A,N/A,N/A
아직 안 자는 생윤황 계신가요,공부공부공부우웅,00:26,258,N/A
N/A,공부공부공부우웅,N/A,N/A,N/A
이화여대 컴퓨터 공학과 예비,까칠한 모몬가,00:26,217,N/A
N/A,까칠한 모몬가,N/A,N/A,N/A
가채점,바바ㅏ바,00:26,196,N/A
N/A,바바ㅏ바,N/A,N/A,N/A
Team 06,광고홍보학과 25학번,00:26,177,N/A
N/A,광고홍보학과 25학번,N/A,N/A,N/A
서경대 라이프,Maune,00:24,172,N/A
N/A,Maune,N/A,N/A,N/A
할 수 있다,헬창맛큐키,00:24,91,N/A
N/A,헬창맛큐키,N/A,N/A,N/A
[미대 수시] 4수도 수시 실기 쓸 수 있나요?,나최초합시켜줘제발,00:24,230,N/A
N/A,나최초합시켜줘제발,N/A,N/A,N/A
확통 공대,잠자는숲속의현정,00:24,78,N/A
N/A,잠자는숲속의현정,N/A,N/A,N/A
학교 골라주세요...,qysg,00:24,190,N/A
N/A,qysg,N/A,N/A,N/A
샤프랑 컴싸는 학교에서 주는 거 맞죠?,Kkkkkkkhhh,00:24,395,N/A
N/A,Kkkkkkkhhh,N/A,N/A,N/A
수능장에 문제집 한 권 가져가도 되나요?,lllliiilililiilllli,00:24,377,N/A
N/A,lllliiilililiilllli,N/A,N/A,N/A
다른얘기지만 수능 이후,가무자깡,00:24,239,N/A
N/A,가무자깡,N/A,N/A,N/A
[컴공 수시] 컴공 명지전문대vs인하공전,우이오어,00:22,94,N/A
N/A,우이오어,N/A,N/A,N/A
나비는 결국 바다를 건너지 못했으나...,딮붕딮붕이,00:22,169,N/A
N/A,딮붕딮붕이,N/A,N/A,N/A
탐구시간에 이거대로 행동하는거 맞나요ㅜㅜ,tftfn,00:22,270,N/A
N/A,tftfn,N/A,N/A,N/A
여대논란에서 가장 피해보는 사람=여대 지원한 사람,영어할수있을까,00:22,512,N/A
N/A,영어할수있을까,N/A,N/A,N/A
여고에서는 왜 담배를 안필까,lllililillililillil,00:22,364,N/A
N/A,lllililillililillil,N/A,N/A,N/A
"6,9모 망하신분들 기 받아가세요 !!",Harunohi,00:20,387,N/A
N/A,Harunohi,N/A,N/A,N/A
빈순삽 찍기,리트라이는없다,00:20,114,N/A
N/A,리트라이는없다,N/A,N/A,N/A
수험표 할인,Kendnd,00:20,238,N/A
N/A,Kendnd,N/A,N/A,N/A
수능 응시 필수,KDMDHHG,00:18,209,N/A
N/A,KDMDHHG,N/A,N/A,N/A
수능장에서 옆반 들어가도 되나요?,MANGOJAM,00:18,446,N/A
N/A,MANGOJAM,N/A,N/A,N/A
한성대 지균 크리에이티브인문학부(야),살려주세연,00:18,39,N/A
N/A,살려주세연,N/A,N/A,N/A
컴싸 떨구면 감독관님이 주워주시나요…?,llilillllllllllil,00:18,565,N/A
N/A,llilillllllllllil,N/A,N/A,N/A
수능날 생일,럭키맛카피바라,00:18,239,N/A
N/A,럭키맛카피바라,N/A,N/A,N/A
수능 옷으로,ㅍㅅㄹ,2024.11.13.,188,N/A
N/A,ㅍㅅㄹ,N/A,N/A,N/A
수학 신청안했는데 (제발 대답해주세요),ilillliliililililili,2024.11.13.,298,N/A
N/A,ilillliliililililili,N/A,N/A,N/A
공대학종 선택과목 문의요,슝슝민,2024.11.13.,40,N/A
N/A,슝슝민,N/A,N/A,N/A
[문제질문] 수능시계,미대입시옷,2024.11.13.,191,N/A
N/A,미대입시옷,N/A,N/A,N/A
내일 아침 시험장 이동할 때 보면 좋을 빈출 영어단어들 정리해뒀으니까 보고가요!,수능영어강사,2024.11.13.,317,N/A
N/A,수능영어강사,N/A,N/A,N/A
수험표와 신분증,열혈맘스,2024.11.13.,219,N/A
N/A,열혈맘스,N/A,N/A,N/A
수능 도시락,응애곤듀,2024.11.13.,445,N/A
N/A,응애곤듀,N/A,N/A,N/A
당연히 어렵겠죠???,할수있억,2024.11.13.,240,N/A
N/A,할수있억,N/A,N/A,N/A
스험표가 찢어졋어요,ㅇ히,2024.11.13.,1017,N/A
N/A,ㅇ히,N/A,N/A,N/A
수능완성 부정행위,liillliiilili,2024.11.13.,426,N/A
N/A,liillliiilili,N/A,N/A,N/A
수능 미응시,ilililillilillllliii,2024.11.13.,166,N/A
N/A,ilililillilillllliii,N/A,N/A,N/A
그냥 평범한 대학 가는 것도,25학번 간다,2024.11.13.,676,N/A
N/A,25학번 간다,N/A,N/A,N/A
실내화 필수아니죠?? 운동화신어도 되죠?,치타라라,2024.11.13.,473,N/A
N/A,치타라라,N/A,N/A,N/A
교대 면접 수능(최저x),경인교대공주교대06,2024.11.13.,143,N/A
N/A,경인교대공주교대06,N/A,N/A,N/A
수능관련 질문 ㄱㄱ 글올리지말고 여기다가 칼답변,lilililililillll,2024.11.13.,1109,N/A
N/A,lilililililillll,N/A,N/A,N/A
수학 찍고 시험지에 개념 정리,제발대학한개라도,2024.11.13.,149,N/A
N/A,제발대학한개라도,N/A,N/A,N/A
"윤혜정개념의나비효과,워크북, 윤혜정의 패턴의나비효과,수능국어개념사전",모두 행복해져라,2024.11.13.,7,N/A
N/A,모두 행복해져라,N/A,N/A,N/A
수능 가채점표,lllililillilililil,2024.11.13.,349,N/A
N/A,lllililillilililil,N/A,N/A,N/A
생활과 윤리 질문이요 ㅠㅠ,오스트랄로현역쿠스,2024.11.13.,73,N/A
N/A,오스트랄로현역쿠스,N/A,N/A,N/A
중부대 학생우수자전형,생드크림,2024.11.13.,43,N/A
N/A,생드크림,N/A,N/A,N/A
수능 전날인데 아빠가 화를 내요,자지축을박차고오,2024.11.13.,1349,N/A
N/A,자지축을박차고오,N/A,N/A,N/A
생윤 롤스 질문이요!!,대학못가면절드간다,2024.11.13.,76,N/A
N/A,대학못가면절드간다,N/A,N/A,N/A
면접 볼 때 생기부에 안적힌 내용 말해도 되나요?,juaS2,2024.11.13.,167,N/A
N/A,juaS2,N/A,N/A,N/A
생윤 내일 쉬는시간에 자습할거 머가져가면 좋을까요?ㅠ,Iiiiiiiliiill,2024.11.13.,144,N/A
N/A,Iiiiiiiliiill,N/A,N/A,N/A
두원공과대랑 여주대중엔 어디가나은가요?,배고파배불러,2024.11.13.,40,N/A
N/A,배고파배불러,N/A,N/A,N/A
[동국대] 동국대 북한학과,동국숭가장,2024.11.13.,212,N/A
N/A,동국숭가장,N/A,N/A,N/A
생윤 불교,afa78,2024.11.13.,44,N/A
N/A,afa78,N/A,N/A,N/A
연대 교과 최저,ㅊㅊㅊㅊ느,2024.11.13.,445,N/A
N/A,ㅊㅊㅊㅊ느,N/A,N/A,N/A
다들,우슘,2024.11.13.,108,N/A
N/A,우슘,N/A,N/A,N/A
수능 준비물 리스트,Iiiiiiiiiiililiiiiii,2024.11.13.,729,N/A
N/A,Iiiiiiiiiiililiiiiii,N/A,N/A,N/A
일찍 자고싶은데 잠 안오시는분,좋아하세,2024.11.13.,177,N/A
N/A,좋아하세,N/A,N/A,N/A
생윤3,블루베리 에이드,2024.11.13.,63,N/A
N/A,블루베리 에이드,N/A,N/A,N/A
🍀🍀🍀,llililililililliilil,2024.11.13.,45,N/A
N/A,llililililililliilil,N/A,N/A,N/A
수능 전과목 다 깔아주러가는데,대학교보내조,2024.11.13.,519,N/A
N/A,대학교보내조,N/A,N/A,N/A
짝수형 님들 영어 빈칸 뭘로 찍을거에요?,IIIIllllIIIIlll,2024.11.13.,382,N/A
N/A,IIIIllllIIIIlll,N/A,N/A,N/A
생윤 니부어,ngyeong,2024.11.13.,53,N/A
N/A,ngyeong,N/A,N/A,N/A
정법,베몽,2024.11.13.,25,N/A
N/A,베몽,N/A,N/A,N/A
[서울권] [중앙대 약대] 과학 전문 과외,중앙약대0,2024.11.13.,139,N/A
N/A,중앙약대0,N/A,N/A,N/A
가채점표,njikmjjjss,2024.11.13.,287,N/A
N/A,njikmjjjss,N/A,N/A,N/A
오늘 공부 못하신분 계신가요?,4관왕임,2024.11.13.,442,N/A
N/A,4관왕임,N/A,N/A,N/A
지금 화이트 없는거 알아챘는데,dodkxnnw,2024.11.13.,406,N/A
N/A,dodkxnnw,N/A,N/A,N/A
수능 보는 중에 샤프 부러진 경험 해보신 분 계신가요?,안녕나좀뽑아주라,2024.11.13.,244,N/A
N/A,안녕나좀뽑아주라,N/A,N/A,N/A
내곧제,영어만 panda,2024.11.13.,39,N/A
N/A,영어만 panda,N/A,N/A,N/A
가채점표 선 언제 그으시나요??,자르디,2024.11.13.,267,N/A
N/A,자르디,N/A,N/A,N/A
제발 서울대 1차 붙여주세요 ㅜㅜ,한번에간다무조건,2024.11.13.,448,N/A
N/A,한번에간다무조건,N/A,N/A,N/A
수학3 예열문제,lIlIIIIIIIIlI,2024.11.13.,134,N/A
N/A,lIlIIIIIIIIlI,N/A,N/A,N/A
수능시계 책상에 붙히는게 편함?,연가시항문,2024.11.13.,439,N/A
N/A,연가시항문,N/A,N/A,N/A
탐구때 시험지 회수,illiilililiilli,2024.11.13.,100,N/A
N/A,illiilililiilli,N/A,N/A,N/A
가채점표 팁,qkrdnjsqls,2024.11.13.,376,N/A
N/A,qkrdnjsqls,N/A,N/A,N/A
한국사 끝나고,Wheuqqss,2024.11.13.,108,N/A
N/A,Wheuqqss,N/A,N/A,N/A
수능 시험실 뒷문,현역으로가길,2024.11.13.,81,N/A
N/A,현역으로가길,N/A,N/A,N/A
간식 책상위에 올려놔도 되나요,호호호로로로로로로,2024.11.13.,370,N/A
N/A,호호호로로로로로로,N/A,N/A,N/A
사문 질문,행운을빌어요22,2024.11.13.,93,N/A
N/A,행운을빌어요22,N/A,N/A,N/A
러셀 신성규쌤 어떤가요,엑술타테,2024.11.13.,45,N/A
N/A,엑술타테,N/A,N/A,N/A
수완 국어 연계지문 많이 나오나요??,lliliilillllilili,2024.11.13.,248,N/A
N/A,lliliilillllilili,N/A,N/A,N/A
생윤 노베 등급,체대생을현실로,2024.11.13.,156,N/A
N/A,체대생을현실로,N/A,N/A,N/A
수능전날인데 부모님이랑 싸웠어요,댜댝,2024.11.13.,1680,N/A
N/A,댜댝,N/A,N/A,N/A
생윤 질문,재수는싫어요제발요,2024.11.13.,68,N/A
N/A,재수는싫어요제발요,N/A,N/A,N/A
학부 지원할 때 전공 정확히 밝히는거,illlilillllililll,2024.11.13.,73,N/A
N/A,illlilillllililll,N/A,N/A,N/A
전남대 전북대 한국사 최저없져?,미미미미미누누누,2024.11.13.,103,N/A
N/A,미미미미미누누누,N/A,N/A,N/A
지균 수능,아긴데고삼이라니,2024.11.13.,62,N/A
N/A,아긴데고삼이라니,N/A,N/A,N/A
생윤 ㅠㅠ 싱어,교학공,2024.11.13.,85,N/A
N/A,교학공,N/A,N/A,N/A
시계이거가져가도되나요,Hhdjdidiw,2024.11.13.,376,N/A
N/A,Hhdjdidiw,N/A,N/A,N/A
['24.11.13.(水)] 日日 體力鍛鍊,초등학교 6학년 l진l,2024.11.13.,30,N/A
N/A,초등학교 6학년 l진l,N/A,N/A,N/A
가채점표 확인,야미91,2024.11.13.,335,N/A
N/A,야미91,N/A,N/A,N/A
응급구조학과,푸드덕푸드덬,2024.11.13.,53,N/A
N/A,푸드덕푸드덬,N/A,N/A,N/A
4교시 탐구시험 때 오엠알 필적사항,chaqqq,2024.11.13.,167,N/A
N/A,chaqqq,N/A,N/A,N/A
영어 짝수형 40번,수능대박0126,2024.11.13.,347,N/A
N/A,수능대박0126,N/A,N/A,N/A
사회문화 기능론,iiiiillllliiiiiiilll,2024.11.13.,73,N/A
N/A,iiiiillllliiiiiiilll,N/A,N/A,N/A
미대갈 생각하는 예비고1 어머님들 계신가요?,제로리80,2024.11.13.,86,N/A
N/A,제로리80,N/A,N/A,N/A
아날로그 시계 째깍째깍소리 괜찮나요?,빙수야빙수,2024.11.13.,344,N/A
N/A,빙수야빙수,N/A,N/A,N/A
10년 전에 수능본 삼촌이 수험생들에게,akskejejs,2024.11.13.,212,N/A
N/A,akskejejs,N/A,N/A,N/A
수능 포기각서 쓰는 법,힝나여,2024.11.13.,314,N/A
N/A,힝나여,N/A,N/A,N/A
수능 전날에 수특 연계 강의 보는 건 별로죠?,국어1영어1제발제발,2024.11.13.,111,N/A
N/A,국어1영어1제발제발,N/A,N/A,N/A
안떨려요 왜그럴까요,yuuwaw00308,2024.11.13.,494,N/A
N/A,yuuwaw00308,N/A,N/A,N/A
[유머] 수능날 생일,귇,2024.11.13.,182,N/A
N/A,귇,N/A,N/A,N/A
수시 최초합하고 수능 안 봐도 되나요?,물고기익사0,2024.11.13.,705,N/A
N/A,물고기익사0,N/A,N/A,N/A
수험표 뒤에 가채점표,ㅋㅋㅋㅋㅋㅋㅋ크,2024.11.13.,412,N/A
N/A,ㅋㅋㅋㅋㅋㅋㅋ크,N/A,N/A,N/A
수능장에 의자높이조절용 드라이버가져가도 될까요? ㄱ모양,어벤져스2,2024.11.13.,182,N/A
N/A,어벤져스2,N/A,N/A,N/A
영어찍특강의 대치동영어 비밀병기 추천드려요,국영탐1등급,2024.11.13.,151,N/A
N/A,국영탐1등급,N/A,N/A,N/A
사문 도표 몇 번으로 찍을까요,이것도못해,2024.11.13.,249,N/A
N/A,이것도못해,N/A,N/A,N/A
과민성대장 있으신 분들 내일 수능 어떡하실건가요..ㅠ,서울대보내줘여,2024.11.13.,422,N/A
N/A,서울대보내줘여,N/A,N/A,N/A
떨리는건 학교 지필평가볼때랑 비슷한데 너므우울해요,lillilllliiiliiilill,2024.11.13.,112,N/A
N/A,lillilllliiiliiilill,N/A,N/A,N/A
한국사 망하면,liliIlillilIlill,2024.11.13.,236,N/A
N/A,liliIlillilIlill,N/A,N/A,N/A
오늘 하루 종일 공부 안 함,k고삼입니다예아,2024.11.13.,314,N/A
N/A,k고삼입니다예아,N/A,N/A,N/A
수능 샤프심 화이트 허락,자갈돌멩이,2024.11.13.,350,N/A
N/A,자갈돌멩이,N/A,N/A,N/A
경희 시립 최초합 기원 6일차,쿠옹이루매,2024.11.13.,89,N/A
N/A,쿠옹이루매,N/A,N/A,N/A
2합 5 화이팅!!,ldidldiddll,2024.11.13.,339,N/A
N/A,ldidldiddll,N/A,N/A,N/A
인공눈물 바지주머니에 넣고있어도 돼요?,공부하라우,2024.11.13.,316,N/A
N/A,공부하라우,N/A,N/A,N/A
전 수능 4교시까지 응시하는데,내나이는고쓰리,2024.11.13.,367,N/A
N/A,내나이는고쓰리,N/A,N/A,N/A
수능 시계,경경경상,2024.11.13.,210,N/A
N/A,경경경상,N/A,N/A,N/A
교실에 들어오는 감독관 교시마다 다 다르나요?,111111iiiiii,2024.11.13.,211,N/A
N/A,111111iiiiii,N/A,N/A,N/A
작수썰…풀기,우엑 대학,2024.11.13.,268,N/A
N/A,우엑 대학,N/A,N/A,N/A
면접관 질문,Lymhn,2024.11.13.,109,N/A
N/A,Lymhn,N/A,N/A,N/A
수능 개인 컴싸,칠렐레팔렐레시간때우,2024.11.13.,317,N/A
N/A,칠렐레팔렐레시간때우,N/A,N/A,N/A
수능 칠때 10분종 5분종 안 울리나요?,국산감자수미칩,2024.11.13.,399,N/A
N/A,국산감자수미칩,N/A,N/A,N/A
생윤,rksghgkrrhk rkrhtlvd,2024.11.13.,47,N/A
N/A,rksghgkrrhk rkrhtlvd,N/A,N/A,N/A
수능 한국사 끝난 후 퇴실,감바스스,2024.11.13.,267,N/A
N/A,감바스스,N/A,N/A,N/A
모든 수험생분들 내일 수능 대박나서소!!!,iillililililililill,2024.11.13.,86,N/A
N/A,iillililililililill,N/A,N/A,N/A
다들 내일 카페인,0o0o00o0,2024.11.13.,205,N/A
N/A,0o0o00o0,N/A,N/A,N/A
제2외국어 포기각서,공수린,2024.11.13.,294,N/A
N/A,공수린,N/A,N/A,N/A
문과 고1 이공계로 틀려는데 조언 부탁드립니다.,허개수,2024.11.13.,38,N/A
N/A,허개수,N/A,N/A,N/A
잠,수능 못 보면 북침,2024.11.13.,132,N/A
N/A,수능 못 보면 북침,N/A,N/A,N/A
반수생 예비2번인데 재학 중인 학교 아예 안가는건 좀 그렇죠?,유하ㅂ,2024.11.13.,209,N/A
N/A,유하ㅂ,N/A,N/A,N/A
수능 하루전 질문,합격시켜주세요갈거야,2024.11.13.,231,N/A
N/A,합격시켜주세요갈거야,N/A,N/A,N/A
내일 아침에 국어말고 수학으로 예열하고 싶은데 어떤 문제가 좋을까요..?,lIlIIIlllIlIlIII,2024.11.13.,244,N/A
N/A,lIlIIIlllIlIlIII,N/A,N/A,N/A
[문제질문] 벤담 질문 도와주세요 ㅠ,suu3,2024.11.13.,47,N/A
N/A,suu3,N/A,N/A,N/A
칸트에게 동물은 도덕적 존중의 대상인가요?,3141592653,2024.11.13.,85,N/A
N/A,3141592653,N/A,N/A,N/A
본인학벌 vs 부모님재력,모기다죽어,2024.11.13.,373,N/A
N/A,모기다죽어,N/A,N/A,N/A
국어 1 뜰까요…,Cardinals,2024.11.13.,368,N/A
N/A,Cardinals,N/A,N/A,N/A
누가 막을건데!!,신선한신선,2024.11.13.,65,N/A
N/A,신선한신선,N/A,N/A,N/A
인하대vs국민대 (문과),h1deonbush,2024.11.13.,389,N/A
N/A,h1deonbush,N/A,N/A,N/A
[미대 수시] 인천대 쓰신분중 다른곳 최초합 하신분,대학이코앞으로,2024.11.13.,365,N/A
N/A,대학이코앞으로,N/A,N/A,N/A
영어 짝수형은 어떻게 찍는게 좋을까요?,정시로외대노어노문,2024.11.13.,428,N/A
N/A,정시로외대노어노문,N/A,N/A,N/A
자리배치표 줄사람,합격시켜주세요갈거야,2024.11.13.,208,N/A
N/A,합격시켜주세요갈거야,N/A,N/A,N/A
생윤 질문,rksghgkrrhk rkrhtlvd,2024.11.13.,80,N/A
N/A,rksghgkrrhk rkrhtlvd,N/A,N/A,N/A
청주대 간호,쉬시환니,2024.11.13.,145,N/A
N/A,쉬시환니,N/A,N/A,N/A
시험생분들께 전합니다,power1145,2024.11.13.,140,N/A
N/A,power1145,N/A,N/A,N/A
가천대 간호 바람개비전형 4등급대,간호사가될끄야,2024.11.13.,452,N/A
N/A,간호사가될끄야,N/A,N/A,N/A
국민대vs인하대 (이과),h1deonbush,2024.11.13.,196,N/A
N/A,h1deonbush,N/A,N/A,N/A
수험표에 가채점표 미리 붙여가면 안되나요?,IIillillillllilili,2024.11.13.,704,N/A
N/A,IIillillillllilili,N/A,N/A,N/A
극동대 예비번호 잘못나왔을 가능성 있나요?,온리간호,2024.11.13.,194,N/A
N/A,온리간호,N/A,N/A,N/A
최저없는 6학종러 수능 풀어야하나?,frank0725,2024.11.13.,452,N/A
N/A,frank0725,N/A,N/A,N/A
수능영어 짝수듣기,최저러06,2024.11.13.,331,N/A
N/A,최저러06,N/A,N/A,N/A
국어 연계 작품 뭐 나올 것 같나요?,크리스마스잖아요,2024.11.13.,223,N/A
N/A,크리스마스잖아요,N/A,N/A,N/A
수능 5교시 안보는거 맞나요?,미국곰돌,2024.11.13.,530,N/A
N/A,미국곰돌,N/A,N/A,N/A
[서울권] 국어 등급 올리고 싶은 학생 구합니다.,97김민석,2024.11.13.,70,N/A
N/A,97김민석,N/A,N/A,N/A
쌍수 했는데 ..,illiilliilliilliilli,2024.11.13.,561,N/A
N/A,illiilliilliilliilli,N/A,N/A,N/A
생윤 황님들 한번만 도와주십쇼,송하빵,2024.11.13.,125,N/A
N/A,송하빵,N/A,N/A,N/A
짝수형,최저맞춰야된다무조껀,2024.11.13.,385,N/A
N/A,최저맞춰야된다무조껀,N/A,N/A,N/A
강남대 면접준비,성은1022,2024.11.13.,75,N/A
N/A,성은1022,N/A,N/A,N/A
생윤 질문,행운만땅뿅,2024.11.13.,75,N/A
N/A,행운만땅뿅,N/A,N/A,N/A
가채점표를 쓸지말지 고민이네요..,iamqueen1,2024.11.13.,536,N/A
N/A,iamqueen1,N/A,N/A,N/A
"짝수형 영어 도표일치, 매체 문제에서도 선지가 바뀌나요?",인서울하고싶다고,2024.11.13.,216,N/A
N/A,인서울하고싶다고,N/A,N/A,N/A
탐구 안 치면 바로 집갈수있나요,디핀,2024.11.13.,325,N/A
N/A,디핀,N/A,N/A,N/A
수능 안 볼건데,Mmenow,2024.11.13.,289,N/A
N/A,Mmenow,N/A,N/A,N/A
수험표나 신분증 같은 건 책상에 넣어도 되나요,사과한입먹기,2024.11.13.,392,N/A
N/A,사과한입먹기,N/A,N/A,N/A
[미대 정시] 수능 점수 많이 안 들어가는 수도권 미대 추천해주세요...,옥수수수 깡,2024.11.13.,514,N/A
N/A,옥수수수 깡,N/A,N/A,N/A
영어 짝수형,미니미은영,2024.11.13.,485,N/A
N/A,미니미은영,N/A,N/A,N/A
수능 쉬는시간에 마스크 쓰고 화장실 갈건데,xxuuuuuuu,2024.11.13.,230,N/A
N/A,xxuuuuuuu,N/A,N/A,N/A
연필 쓰시는 분?,입시악구l,2024.11.13.,197,N/A
N/A,입시악구l,N/A,N/A,N/A
가채첨표,Dnfrhtlven,2024.11.13.,174,N/A
N/A,Dnfrhtlven,N/A,N/A,N/A
07 생기부 관련,입시요정m,2024.11.13.,224,N/A
N/A,입시요정m,N/A,N/A,N/A
가채점표 컬러여도 되죠??,동의어,2024.11.13.,352,N/A
N/A,동의어,N/A,N/A,N/A
가채점표를 이미 볼펜으로 그렸는데,문돌ㅇ,2024.11.13.,372,N/A
N/A,문돌ㅇ,N/A,N/A,N/A
동덕여대 공학전환,ILLOOIL,2024.11.13.,522,N/A
N/A,ILLOOIL,N/A,N/A,N/A
한성대 vs 순천향대,짬뽕맛카레,2024.11.13.,213,N/A
N/A,짬뽕맛카레,N/A,N/A,N/A
싱어 생윤 질문,화3팅,2024.11.13.,71,N/A
N/A,화3팅,N/A,N/A,N/A
시립대 조발 작년에 몇시였는지 알려주세요!!!,항상 엔진을 켜둘께,2024.11.13.,459,N/A
N/A,항상 엔진을 켜둘께,N/A,N/A,N/A
다들 낼 아침 뭐드시나요,음대보내줘재수생,2024.11.13.,532,N/A
N/A,음대보내줘재수생,N/A,N/A,N/A
사문 기능론 갈등론 질문,인생은 쓰,2024.11.13.,101,N/A
N/A,인생은 쓰,N/A,N/A,N/A
수시 합격 정시 지원,serenitas,2024.11.13.,270,N/A
N/A,serenitas,N/A,N/A,N/A
시험지 세워서 봐도 되나요ㅠㅠ?,이번엔진짜가야됨,2024.11.13.,790,N/A
N/A,이번엔진짜가야됨,N/A,N/A,N/A
고사장에 충전기 ㅠㅠㅠㅠ 도와주세요,gdp1,2024.11.13.,312,N/A
N/A,gdp1,N/A,N/A,N/A
오늘 몇시에 누우실거예요??,소비를멈출수없어,2024.11.13.,626,N/A
N/A,소비를멈출수없어,N/A,N/A,N/A
수능중간에 금속탐지기 생리대,블루베리 에이드,2024.11.13.,736,N/A
N/A,블루베리 에이드,N/A,N/A,N/A
수능 때 착장,일사병,2024.11.13.,364,N/A
N/A,일사병,N/A,N/A,N/A
칸트,김soso,2024.11.13.,57,N/A
N/A,김soso,N/A,N/A,N/A
[건동홍숙수시] 1차 합불가능성 예측 해주세요!,가냐미갸,2024.11.13.,573,N/A
N/A,가냐미갸,N/A,N/A,N/A
이렇게 하면 부정행위인가요?,25학번임,2024.11.13.,642,N/A
N/A,25학번임,N/A,N/A,N/A
수능 때 마킹 실수,여느여느,2024.11.13.,195,N/A
N/A,여느여느,N/A,N/A,N/A
수능 영어 난이도 작수만큼 어려울까요..,으차으찿,2024.11.13.,586,N/A
N/A,으차으찿,N/A,N/A,N/A
포기각서,대학보내주시긔,2024.11.13.,239,N/A
N/A,대학보내주시긔,N/A,N/A,N/A
생윤 ㅠㅠ,블루베리 에이드,2024.11.13.,111,N/A
N/A,블루베리 에이드,N/A,N/A,N/A
이거 부정행위인가요?,고3긔,2024.11.13.,412,N/A
N/A,고3긔,N/A,N/A,N/A
가채점표,듀듀듀바바,2024.11.13.,349,N/A
N/A,듀듀듀바바,N/A,N/A,N/A
텀블러,퍼트0,2024.11.13.,111,N/A
N/A,퍼트0,N/A,N/A,N/A
을지대 면접 시간,침대최고야,2024.11.13.,191,N/A
N/A,침대최고야,N/A,N/A,N/A
한수 체감 난이도 어떤 편이죠?,뀨우우웅,2024.11.13.,37,N/A
N/A,뀨우우웅,N/A,N/A,N/A
반갑습니다^^친구 추천으로 알고 가입했습니다~~,행복한옥이,2024.11.13.,21,N/A
N/A,행복한옥이,N/A,N/A,N/A
수능 영어,간호사되고싶은 06,2024.11.13.,176,N/A
N/A,간호사되고싶은 06,N/A,N/A,N/A
면접 복장 올블랙 괜찮을까요..?,대학붙은고양이,2024.11.13.,239,N/A
N/A,대학붙은고양이,N/A,N/A,N/A
국어 수능,미대말랑카우,2024.11.13.,120,N/A
N/A,미대말랑카우,N/A,N/A,N/A
제 학과를 까는 친구,illliiiilllli,2024.11.13.,517,N/A
N/A,illliiiilllli,N/A,N/A,N/A
탐구 시험볼때,25학번꿈은이루어진ㄷ,2024.11.13.,97,N/A
N/A,25학번꿈은이루어진ㄷ,N/A,N/A,N/A
생윤 사형 시민의 안전,lliillili,2024.11.13.,50,N/A
N/A,lliillili,N/A,N/A,N/A
오늘 발표하는 대학,iililililililililll,2024.11.13.,495,N/A
N/A,iililililililililll,N/A,N/A,N/A
을지대,DBI,2024.11.13.,184,N/A
N/A,DBI,N/A,N/A,N/A
[시립대] 시립대 조발,buno,2024.11.13.,635,N/A
N/A,buno,N/A,N/A,N/A
제2외국어,dodkxnnw,2024.11.13.,100,N/A
N/A,dodkxnnw,N/A,N/A,N/A
[문제질문] 테일러,62736w,2024.11.13.,67,N/A
N/A,62736w,N/A,N/A,N/A
생윤 암기 질문,doscoipo,2024.11.13.,94,N/A
N/A,doscoipo,N/A,N/A,N/A
동덕여대 예비,위츄,2024.11.13.,233,N/A
N/A,위츄,N/A,N/A,N/A
생윤 현돌 커리,흐음냐륑,2024.11.13.,54,N/A
